"Datum","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","id","Umsatz","Warengruppe","KielerWoche","Wochentag","Feiertag","Art_des_Feiertags","Kreuzfahrtschiffe","Jahreszeit","Fussballspiel","Flohmarkt","Handballspiele","Ferien","RollingMean_temp","Diff_temp","RollingMean_wind","Diff_wind","RollingMean_bewoelkung","Diff_bewoelkung","Temperaturkategorie","Wettercode_imp","Wettercode_imp.1","Bewoelkung_imp"
2014-11-28,"6",17.8375,17.8375,"10",1411282,304.300653670483,2,0,"Freitag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,3.67857142857143,-2.05357142857143,11.7142857142857,4.28571428571429,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-11-28,"6",15,15,"10",1411283,136.272146510191,3,0,"Freitag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,3.26785714285714,-1.64285714285714,12.5714285714286,3.42857142857143,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-11-28,"6",17.8375,17.8375,"10",1411284,81.8689054559593,4,0,"Freitag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,2.85714285714286,-1.23214285714286,13.4285714285714,2.57142857142857,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-11-28,"6",15,15,"10",1411285,247.752074639689,5,0,"Freitag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,2.44642857142857,-0.821428571428572,14.2857142857143,1.71428571428571,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-11-28,"6",17.8375,17.8375,"10",1411286,87.7747366712683,6,0,"Freitag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,2.03571428571429,-0.410714285714286,15.1428571428571,0.857142857142858,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-11-29,"8",15,15,"5",1411291,143.276224653699,1,0,"Samstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,1.53571428571429,-0.535714285714286,15.1428571428571,-5.14285714285714,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-11-29,"8",17.8375,17.8375,"5",1411292,409.329550481107,2,0,"Samstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,1.44642857142857,-0.446428571428571,14.2857142857143,-4.28571428571429,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-11-29,"8",15,15,"5",1411293,180.203086819412,3,0,"Samstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,1.35714285714286,-0.357142857142857,13.4285714285714,-3.42857142857143,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-11-29,"8",17.8375,17.8375,"5",1411294,72.0348065153357,4,0,"Samstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,1.26785714285714,-0.267857142857143,12.5714285714286,-2.57142857142857,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-11-29,"8",15,15,"5",1411295,302.043216833243,5,0,"Samstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,1.17857142857143,-0.178571428571429,11.7142857142857,-1.71428571428571,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-11-29,"8",17.8375,17.8375,"5",1411296,96.2641065476009,6,0,"Samstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,1.08928571428571,-0.0892857142857142,10.8571428571429,-0.857142857142858,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-11-30,"8",15,15,"10",1411301,70.5238191319592,1,0,"Sonntag",0,"Kein Feiertag",0,"Herbst",0,0,1,0,0.857142857142857,-0.857142857142857,10.1428571428571,0.857142857142858,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-11-30,"8",17.8375,17.8375,"10",1411302,663.600383039894,2,0,"Sonntag",0,"Kein Feiertag",0,"Herbst",0,0,1,0,0.714285714285714,-0.714285714285714,10.2857142857143,0.714285714285714,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-11-30,"8",15,15,"10",1411303,209.357217817955,3,0,"Sonntag",0,"Kein Feiertag",0,"Herbst",0,0,1,0,0.571428571428571,-0.571428571428571,10.4285714285714,0.571428571428571,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-11-30,"8",17.8375,17.8375,"10",1411304,141.988989801749,4,0,"Sonntag",0,"Kein Feiertag",0,"Herbst",0,0,1,0,0.428571428571429,-0.428571428571429,10.5714285714286,0.428571428571429,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-11-30,"8",15,15,"10",1411305,363.220371450019,5,0,"Sonntag",0,"Kein Feiertag",0,"Herbst",0,0,1,0,0.285714285714286,-0.285714285714286,10.7142857142857,0.285714285714286,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-11-30,"8",17.8375,17.8375,"10",1411306,73.7361861778039,6,0,"Sonntag",0,"Kein Feiertag",0,"Herbst",0,0,1,0,0.142857142857143,-0.142857142857143,10.8571428571429,0.142857142857142,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-01,"7",15,15,"10",1412011,128.454115308343,1,0,"Montag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,-0.285714285714286,-1.71428571428571,11.2857142857143,1.71428571428571,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-01,"7",17.8375,17.8375,"10",1412012,270.594408452574,2,0,"Montag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,-0.571428571428571,-1.42857142857143,11.5714285714286,1.42857142857143,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-01,"7",15,15,"10",1412013,119.427926175146,3,0,"Montag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,-0.857142857142857,-1.14285714285714,11.8571428571429,1.14285714285714,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-01,"7",17.8375,17.8375,"10",1412014,76.6177603369995,4,0,"Montag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,-1.14285714285714,-0.857142857142857,12.1428571428571,0.857142857142858,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-01,"7",15,15,"10",1412015,256.608163788753,5,0,"Montag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,-1.42857142857143,-0.571428571428571,12.4285714285714,0.571428571428571,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-01,"7",17.8375,17.8375,"10",1412016,69.3729485294007,6,0,"Montag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,-1.71428571428571,-0.285714285714286,12.7142857142857,0.285714285714286,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-02,"8",15,15,"10",1412021,154.242632883405,1,0,"Dienstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,-2.14285714285714,-0.857142857142857,12.1428571428571,-5.14285714285714,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-02,"8",17.8375,17.8375,"10",1412022,275.978325664349,2,0,"Dienstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,-2.28571428571429,-0.714285714285714,11.2857142857143,-4.28571428571429,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-02,"8",15,15,"10",1412023,114.344792372048,3,0,"Dienstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,-2.42857142857143,-0.571428571428572,10.4285714285714,-3.42857142857143,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-02,"8",17.8375,17.8375,"10",1412024,59.393866963155,4,0,"Dienstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,-2.57142857142857,-0.428571428571428,9.57142857142857,-2.57142857142857,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-02,"8",15,15,"10",1412025,265.933688534948,5,0,"Dienstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,-2.71428571428571,-0.285714285714286,8.71428571428571,-1.71428571428571,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-02,"8",17.8375,17.8375,"10",1412026,83.8656432583178,6,0,"Dienstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,-2.85714285714286,-0.142857142857143,7.85714285714286,-0.857142857142857,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-03,"7",15,15,"10",1412031,133.99080245511,1,0,"Mittwoch",0,"Kein Feiertag",0,"Herbst",0,0,0,0,-2.48214285714286,3.10714285714286,7.42857142857143,2.57142857142857,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-03,"7",17.8375,17.8375,"10",1412032,263.707717313025,2,0,"Mittwoch",0,"Kein Feiertag",0,"Herbst",0,0,0,0,-1.96428571428571,2.58928571428571,7.85714285714286,2.14285714285714,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-03,"7",15,15,"10",1412033,107.966860484541,3,0,"Mittwoch",0,"Kein Feiertag",0,"Herbst",0,0,0,0,-1.44642857142857,2.07142857142857,8.28571428571429,1.71428571428571,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-03,"7",17.8375,17.8375,"10",1412034,80.1027639864662,4,0,"Mittwoch",0,"Kein Feiertag",0,"Herbst",0,0,0,0,-0.928571428571429,1.55357142857143,8.71428571428571,1.28571428571429,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-03,"7",15,15,"10",1412035,246.937134202885,5,0,"Mittwoch",0,"Kein Feiertag",0,"Herbst",0,0,0,0,-0.410714285714286,1.03571428571429,9.14285714285714,0.857142857142858,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-03,"7",17.8375,17.8375,"10",1412036,77.7390714956598,6,0,"Mittwoch",0,"Kein Feiertag",0,"Herbst",0,0,0,0,0.107142857142857,0.517857142857143,9.57142857142857,0.428571428571429,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-04,"8",15,15,"61",1412041,124.167763102648,1,0,"Donnerstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,1.07142857142857,2.67857142857143,9.85714285714286,-0.857142857142858,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-04,"8",17.8375,17.8375,"61",1412042,277.730660490861,2,0,"Donnerstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,1.51785714285714,2.23214285714286,9.71428571428571,-0.714285714285714,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-04,"8",15,15,"61",1412043,118.980588328359,3,0,"Donnerstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,1.96428571428571,1.78571428571429,9.57142857142857,-0.571428571428571,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-04,"8",17.8375,17.8375,"61",1412044,69.3476196125306,4,0,"Donnerstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,2.41071428571429,1.33928571428571,9.42857142857143,-0.428571428571429,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-04,"8",15,15,"61",1412045,251.03575101957,5,0,"Donnerstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,2.85714285714286,0.892857142857143,9.28571428571429,-0.285714285714286,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-04,"8",17.8375,17.8375,"61",1412046,67.7872034072278,6,0,"Donnerstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,3.30357142857143,0.446428571428572,9.14285714285714,-0.142857142857142,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-05,"7",15,15,"61",1412051,83.5104305885102,1,0,"Freitag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,3.5,-1.5,8.71428571428571,-1.71428571428571,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-05,"7",17.8375,17.8375,"61",1412052,251.296113439956,2,0,"Freitag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,3.25,-1.25,8.42857142857143,-1.42857142857143,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-05,"7",15,15,"61",1412053,102.714262360814,3,0,"Freitag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,3,-1,8.14285714285714,-1.14285714285714,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-05,"7",17.8375,17.8375,"61",1412055,249.466067004435,5,0,"Freitag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,2.75,-0.75,7.85714285714286,-0.857142857142857,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-05,"7",15,15,"61",1412056,86.1390388088521,6,0,"Freitag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,2.5,-0.5,7.57142857142857,-0.571428571428571,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-06,"2",17.8375,17.8375,"10",1412061,127.894073901772,1,0,"Samstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,2.78571428571429,2.96428571428571,7.28571428571429,-0.285714285714286,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-06,"2",15,15,"10",1412062,425.235714224439,2,0,"Samstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,3.07142857142857,2.67857142857143,7,0,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-06,"2",17.8375,17.8375,"10",1412063,137.072212637344,3,0,"Samstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,3.60714285714286,2.14285714285714,7,0,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-06,"2",15,15,"10",1412064,59.2833325563655,4,0,"Samstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,4.14285714285714,1.60714285714286,7,0,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-06,"2",17.8375,17.8375,"10",1412065,291.61851167121,5,0,"Samstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,4.67857142857143,1.07142857142857,7,0,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-06,"2",15,15,"10",1412066,172.865984852132,6,0,"Samstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,5.21428571428571,0.535714285714286,7,0,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-07,"7",17.8375,17.8375,"61",1412071,75.5129227390682,1,0,"Sonntag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,5.625,-0.75,7.71428571428571,4.28571428571429,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-07,"7",15,15,"61",1412072,579.742464536357,2,0,"Sonntag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,5.5,-0.625,8.42857142857143,3.57142857142857,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-07,"7",17.8375,17.8375,"61",1412073,176.398838359498,3,0,"Sonntag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,5.375,-0.5,9.14285714285714,2.85714285714286,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-07,"7",15,15,"61",1412074,133.440216757033,4,0,"Sonntag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,5.25,-0.375,9.85714285714286,2.14285714285714,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-07,"7",17.8375,17.8375,"61",1412075,276.651944705429,5,0,"Sonntag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,5.125,-0.25,10.5714285714286,1.42857142857143,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-07,"7",15,15,"61",1412076,81.806920744225,6,0,"Sonntag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,5,-0.125,11.2857142857143,0.714285714285714,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-08,"7",17.8375,17.8375,"61",1412081,102.678761832615,1,0,"Montag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,4.64285714285714,-1.39285714285714,11.4285714285714,-3.42857142857143,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-08,"7",15,15,"61",1412082,256.596029206385,2,0,"Montag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,4.41071428571429,-1.16071428571429,10.8571428571429,-2.85714285714286,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-08,"7",17.8375,17.8375,"61",1412083,85.1221580572805,3,0,"Montag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,4.17857142857143,-0.928571428571429,10.2857142857143,-2.28571428571429,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-08,"7",15,15,"61",1412084,40.9779581868443,4,0,"Montag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,3.94642857142857,-0.696428571428572,9.71428571428571,-1.71428571428571,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-08,"7",17.8375,17.8375,"61",1412085,235.384838232977,5,0,"Montag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,3.71428571428571,-0.464285714285714,9.14285714285714,-1.14285714285714,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-08,"7",15,15,"61",1412086,67.1101512202498,6,0,"Montag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,3.48214285714286,-0.232142857142857,8.57142857142857,-0.571428571428571,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-09,"8",17.8375,17.8375,"45",1412091,110.476546068652,1,0,"Dienstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,3.08928571428571,-0.964285714285714,8.14285714285714,0.857142857142858,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-09,"8",15,15,"45",1412092,264.881624734699,2,0,"Dienstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,2.92857142857143,-0.803571428571428,8.28571428571429,0.714285714285714,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-09,"8",17.8375,17.8375,"45",1412093,110.188826181187,3,0,"Dienstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,2.76785714285714,-0.642857142857143,8.42857142857143,0.571428571428571,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-09,"8",15,15,"45",1412094,71.1545600771389,4,0,"Dienstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,2.60714285714286,-0.482142857142857,8.57142857142857,0.428571428571429,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-09,"8",17.8375,17.8375,"45",1412095,272.828962614376,5,0,"Dienstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,2.44642857142857,-0.321428571428572,8.71428571428571,0.285714285714286,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-09,"8",15,15,"45",1412096,72.9658764560199,6,0,"Dienstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,2.28571428571429,-0.160714285714286,8.85714285714286,0.142857142857142,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-10,"5",17.8375,17.8375,"61",1412101,99.9187171842705,1,0,"Mittwoch",0,"Kein Feiertag",0,"Herbst",0,0,0,0,2.51785714285714,2.35714285714286,9.57142857142857,3.42857142857143,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-10,"5",15,15,"61",1412102,252.699007927617,2,0,"Mittwoch",0,"Kein Feiertag",0,"Herbst",0,0,0,0,2.91071428571429,1.96428571428571,10.1428571428571,2.85714285714286,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-10,"5",17.8375,17.8375,"61",1412103,95.9446077675599,3,0,"Mittwoch",0,"Kein Feiertag",0,"Herbst",0,0,0,0,3.30357142857143,1.57142857142857,10.7142857142857,2.28571428571429,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-10,"5",15,15,"61",1412104,85.9499222101757,4,0,"Mittwoch",0,"Kein Feiertag",0,"Herbst",0,0,0,0,3.69642857142857,1.17857142857143,11.2857142857143,1.71428571428571,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-10,"5",17.8375,17.8375,"61",1412105,269.416456604745,5,0,"Mittwoch",0,"Kein Feiertag",0,"Herbst",0,0,0,0,4.08928571428571,0.785714285714286,11.8571428571429,1.14285714285714,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-10,"5",15,15,"61",1412106,117.568348791125,6,0,"Mittwoch",0,"Kein Feiertag",0,"Herbst",0,0,0,0,4.48214285714286,0.392857142857143,12.4285714285714,0.571428571428571,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-11,"7",17.8375,17.8375,"95",1412111,109.754570057738,1,0,"Donnerstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,4.75,-0.75,12.8571428571429,-0.857142857142858,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-11,"7",15,15,"95",1412112,283.467086138155,2,0,"Donnerstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,4.625,-0.625,12.7142857142857,-0.714285714285714,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-11,"7",17.8375,17.8375,"95",1412113,86.8158104283075,3,0,"Donnerstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,4.5,-0.5,12.5714285714286,-0.571428571428571,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-11,"7",15,15,"95",1412114,53.6926089868534,4,0,"Donnerstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,4.375,-0.375,12.4285714285714,-0.428571428571429,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-11,"7",17.8375,17.8375,"95",1412115,232.671537573173,5,0,"Donnerstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,4.25,-0.25,12.2857142857143,-0.285714285714286,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-11,"7",15,15,"95",1412116,59.1710326829849,6,0,"Donnerstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,4.125,-0.125,12.1428571428571,-0.142857142857142,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-12,"7",17.8375,17.8375,"61",1412121,109.142671748118,1,0,"Freitag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,4.46428571428571,2.78571428571429,12.8571428571429,5.14285714285714,NA,NA,"mittel",FALSE,FALSE,FALSE
2014-12-12,"7",15,15,"61",1412122,236.144754325065,2,0,"Freitag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,4.92857142857143,2.32142857142857,13.7142857142857,4.28571428571429,NA,NA,"mittel",FALSE,FALSE,FALSE
2014-12-12,"7",17.8375,17.8375,"61",1412123,87.4546226090543,3,0,"Freitag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,5.39285714285714,1.85714285714286,14.5714285714286,3.42857142857143,NA,NA,"mittel",FALSE,FALSE,FALSE
2014-12-12,"7",15,15,"61",1412124,56.9193409036062,4,0,"Freitag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,5.85714285714286,1.39285714285714,15.4285714285714,2.57142857142857,NA,NA,"mittel",FALSE,FALSE,FALSE
2014-12-12,"7",17.8375,17.8375,"61",1412125,173.922125269844,5,0,"Freitag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,6.32142857142857,0.928571428571429,16.2857142857143,1.71428571428572,NA,NA,"mittel",FALSE,FALSE,FALSE
2014-12-12,"7",15,15,"61",1412126,50.5219587418013,6,0,"Freitag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,6.78571428571429,0.464285714285714,17.1428571428571,0.857142857142858,NA,NA,"mittel",FALSE,FALSE,FALSE
2014-12-13,"5",17.8375,17.8375,"61",1412131,124.956684401136,1,0,"Samstag",0,"Kein Feiertag",0,"Herbst",1,0,0,0,6.89285714285714,-2.14285714285714,16.8571428571429,-6.85714285714286,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-13,"5",15,15,"61",1412132,401.072721907004,2,0,"Samstag",0,"Kein Feiertag",0,"Herbst",1,0,0,0,6.53571428571429,-1.78571428571429,15.7142857142857,-5.71428571428571,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-13,"5",17.8375,17.8375,"61",1412133,141.532178681449,3,0,"Samstag",0,"Kein Feiertag",0,"Herbst",1,0,0,0,6.17857142857143,-1.42857142857143,14.5714285714286,-4.57142857142857,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-13,"5",15,15,"61",1412134,60.1931934071604,4,0,"Samstag",0,"Kein Feiertag",0,"Herbst",1,0,0,0,5.82142857142857,-1.07142857142857,13.4285714285714,-3.42857142857143,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-13,"5",17.8375,17.8375,"61",1412135,318.659955256217,5,0,"Samstag",0,"Kein Feiertag",0,"Herbst",1,0,0,0,5.46428571428571,-0.714285714285714,12.2857142857143,-2.28571428571429,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-13,"5",15,15,"61",1412136,84.1653777121234,6,0,"Samstag",0,"Kein Feiertag",0,"Herbst",1,0,0,0,5.10714285714286,-0.357142857142857,11.1428571428571,-1.14285714285714,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-14,"4",17.8375,17.8375,"10",1412141,102.80557310108,1,0,"Sonntag",0,"Kein Feiertag",0,"Herbst",0,0,1,0,4.57142857142857,-1.07142857142857,9.85714285714286,-0.857142857142858,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-14,"4",15,15,"10",1412142,588.469539344584,2,0,"Sonntag",0,"Kein Feiertag",0,"Herbst",0,0,1,0,4.39285714285714,-0.892857142857143,9.71428571428571,-0.714285714285714,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-14,"4",17.8375,17.8375,"10",1412143,199.263307540614,3,0,"Sonntag",0,"Kein Feiertag",0,"Herbst",0,0,1,0,4.21428571428571,-0.714285714285714,9.57142857142857,-0.571428571428571,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-14,"4",15,15,"10",1412144,106.105028003448,4,0,"Sonntag",0,"Kein Feiertag",0,"Herbst",0,0,1,0,4.03571428571429,-0.535714285714286,9.42857142857143,-0.428571428571429,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-14,"4",17.8375,17.8375,"10",1412145,310.473797597408,5,0,"Sonntag",0,"Kein Feiertag",0,"Herbst",0,0,1,0,3.85714285714286,-0.357142857142857,9.28571428571429,-0.285714285714286,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-14,"4",15,15,"10",1412146,119.152733340066,6,0,"Sonntag",0,"Kein Feiertag",0,"Herbst",0,0,1,0,3.67857142857143,-0.178571428571428,9.14285714285714,-0.142857142857142,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-15,"7",17.8375,17.8375,"61",1412151,96.3136936339829,1,0,"Montag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,3.67857142857143,1.07142857142857,9.28571428571429,1.71428571428571,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-15,"7",15,15,"61",1412152,243.234625513043,2,0,"Montag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,3.85714285714286,0.892857142857143,9.57142857142857,1.42857142857143,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-15,"7",17.8375,17.8375,"61",1412153,84.7009602246491,3,0,"Montag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,4.03571428571429,0.714285714285714,9.85714285714286,1.14285714285714,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-15,"7",15,15,"61",1412154,78.4292318376585,4,0,"Montag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,4.21428571428571,0.535714285714286,10.1428571428571,0.857142857142858,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-15,"7",17.8375,17.8375,"61",1412155,221.061393791211,5,0,"Montag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,4.39285714285714,0.357142857142857,10.4285714285714,0.571428571428571,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-15,"7",15,15,"61",1412156,82.8957232240362,6,0,"Montag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,4.57142857142857,0.178571428571429,10.7142857142857,0.285714285714286,NA,NA,"niedrig",FALSE,FALSE,FALSE
2014-12-16,"8",17.8375,17.8375,"61",1412161,97.7685842370004,1,0,"Dienstag",0,"Kein Feiertag",0,"Herbst",0,0,0,0,4.73214285714286,-0.107142857142857,11.1428571428571,0.857142857142858,NA,NA,"niedrig",FALSE,FALSE,FALSE
