"Datum","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","Warengruppe","Umsatz","id","KielerWoche","Feiertag","Art_des_Feiertags","Ferien","Wochentag","Fussballspiel","Flohmarkt","Jahreszeit","Temperaturkategorie","Kreuzfahrtschiffe"
2014-07-12,0,20.375,12,40,5,325.712408475341,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Sommer","mittel",1
2014-07-13,7,18.6,10,61,1,80.4531140833734,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Sommer","mittel",1
2014-07-13,7,18.6,10,61,2,755.585190097404,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Sommer","mittel",1
2014-07-13,7,18.6,10,61,3,273.940757145142,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Sommer","mittel",1
2014-07-13,7,18.6,10,61,4,140.534826137305,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Sommer","mittel",1
2014-07-13,7,18.6,10,61,5,354.517887131991,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Sommer","mittel",1
2014-07-14,7,19.45,15,63,1,153.698550894933,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","mittel",1
2014-07-14,7,19.45,15,63,2,549.516511042481,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","mittel",1
2014-07-14,7,19.45,15,63,3,253.553728025097,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","mittel",1
2014-07-14,7,19.45,15,63,4,80.7491612883671,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","mittel",1
2014-07-14,7,19.45,15,63,5,271.315673214406,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","mittel",1
2014-07-15,6,22.2625,9,54,1,157.385041577792,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Sommer","hoch",0
2014-07-15,6,22.2625,9,54,2,544.627684283587,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Sommer","hoch",0
2014-07-15,6,22.2625,9,54,3,264.734551298798,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Sommer","hoch",0
2014-07-15,6,22.2625,9,54,4,60.3757248213977,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Sommer","hoch",0
2014-07-15,6,22.2625,9,54,5,314.481770581967,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Sommer","hoch",0
2014-07-16,6,19.4125,7,46,1,158.680478444563,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Sommer","mittel",1
2014-07-16,6,19.4125,7,46,2,558.201351317468,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Sommer","mittel",1
2014-07-16,6,19.4125,7,46,3,293.549360397151,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Sommer","mittel",1
2014-07-16,6,19.4125,7,46,4,75.7094617154365,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Sommer","mittel",1
2014-07-16,6,19.4125,7,46,5,323.632670176317,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Sommer","mittel",1
2014-07-17,4,22.7625,7,38,1,160.5229296933,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Sommer","hoch",1
2014-07-17,4,22.7625,7,38,2,601.547500290008,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Sommer","hoch",1
2014-07-17,4,22.7625,7,38,3,279.755391379459,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Sommer","hoch",1
2014-07-17,4,22.7625,7,38,4,44.5837021456503,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Sommer","hoch",1
2014-07-17,4,22.7625,7,38,5,290.371931596416,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Sommer","hoch",1
2014-07-18,1,26.05,10,29,1,119.811042532772,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Sommer","hoch",1
2014-07-18,1,26.05,10,29,2,611.760795891468,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Sommer","hoch",1
2014-07-18,1,26.05,10,29,3,320.693452457975,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Sommer","hoch",1
2014-07-18,1,26.05,10,29,4,65.1758893086205,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Sommer","hoch",1
2014-07-18,1,26.05,10,29,5,279.606579712619,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Sommer","hoch",1
2014-07-19,0,28.0625,13,21,1,144.785544515647,NA,0,0,"Kein Feiertag",1,"Samstag","0",0,"Sommer","hoch",1
2014-07-19,0,28.0625,13,21,2,758.007682186119,NA,0,0,"Kein Feiertag",1,"Samstag","0",0,"Sommer","hoch",1
2014-07-19,0,28.0625,13,21,3,366.459562323487,NA,0,0,"Kein Feiertag",1,"Samstag","0",0,"Sommer","hoch",1
2014-07-19,0,28.0625,13,21,4,63.9396602318238,NA,0,0,"Kein Feiertag",1,"Samstag","0",0,"Sommer","hoch",1
2014-07-19,0,28.0625,13,21,5,305.406505596481,NA,0,0,"Kein Feiertag",1,"Samstag","0",0,"Sommer","hoch",1
2014-07-20,3,24.3125,15,13,1,111.990298336233,NA,0,0,"Kein Feiertag",1,"Sonntag","0",0,"Sommer","hoch",1
2014-07-20,3,24.3125,15,13,2,780.884234750352,NA,0,0,"Kein Feiertag",1,"Sonntag","0",0,"Sommer","hoch",1
2014-07-20,3,24.3125,15,13,3,339.902049984209,NA,0,0,"Kein Feiertag",1,"Sonntag","0",0,"Sommer","hoch",1
2014-07-20,3,24.3125,15,13,4,113.342961427795,NA,0,0,"Kein Feiertag",1,"Sonntag","0",0,"Sommer","hoch",1
2014-07-20,3,24.3125,15,13,5,365.530435169498,NA,0,0,"Kein Feiertag",1,"Sonntag","0",0,"Sommer","hoch",1
2014-07-21,0,23.4875,19,5,1,137.703002341753,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","hoch",0
2014-07-21,0,23.4875,19,5,2,603.860645292956,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","hoch",0
2014-07-21,0,23.4875,19,5,3,229.035975623008,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","hoch",0
2014-07-21,0,23.4875,19,5,4,74.3176175346207,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","hoch",0
2014-07-21,0,23.4875,19,5,5,384.722754951842,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","hoch",0
2014-07-22,0,24.9875,14,8,1,152.134170467115,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Sommer","hoch",2
2014-07-22,0,24.9875,14,8,2,613.026582121477,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Sommer","hoch",2
2014-07-22,0,24.9875,14,8,3,242.55244395064,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Sommer","hoch",2
2014-07-22,0,24.9875,14,8,4,64.3379713508066,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Sommer","hoch",2
2014-07-22,0,24.9875,14,8,5,288.485320151671,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Sommer","hoch",2
2014-07-23,0,25,14,11,1,144.39193026197,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Sommer","hoch",0
2014-07-23,0,25,14,11,2,588.604501791308,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Sommer","hoch",0
2014-07-23,0,25,14,11,3,287.633615174458,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Sommer","hoch",0
2014-07-23,0,25,14,11,4,62.0133222629487,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Sommer","hoch",0
2014-07-23,0,25,14,11,5,299.975419228409,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Sommer","hoch",0
2014-07-24,0,24.8375,11,14,1,163.309889093623,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Sommer","hoch",0
2014-07-24,0,24.8375,11,14,2,571.880975843334,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Sommer","hoch",0
2014-07-24,0,24.8375,11,14,3,299.289482451215,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Sommer","hoch",0
2014-07-24,0,24.8375,11,14,4,55.5812697700574,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Sommer","hoch",0
2014-07-24,0,24.8375,11,14,5,285.813397183365,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Sommer","hoch",0
2014-07-25,0,26.325,18,17,1,145.131799090901,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Sommer","hoch",0
2014-07-25,0,26.325,18,17,2,570.629898893856,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Sommer","hoch",0
2014-07-25,0,26.325,18,17,3,272.241080478593,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Sommer","hoch",0
2014-07-25,0,26.325,18,17,4,72.4700702140274,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Sommer","hoch",0
2014-07-25,0,26.325,18,17,5,310.380470201733,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Sommer","hoch",0
2014-07-26,6,22.375,10,21,1,171.321523510186,NA,0,0,"Kein Feiertag",1,"Samstag","1",0,"Sommer","hoch",1
2014-07-26,6,22.375,10,21,2,685.499474554993,NA,0,0,"Kein Feiertag",1,"Samstag","1",0,"Sommer","hoch",1
2014-07-26,6,22.375,10,21,3,325.575890999292,NA,0,0,"Kein Feiertag",1,"Samstag","1",0,"Sommer","hoch",1
2014-07-26,6,22.375,10,21,4,54.4785321030328,NA,0,0,"Kein Feiertag",1,"Samstag","1",0,"Sommer","hoch",1
2014-07-26,6,22.375,10,21,5,318.191645962586,NA,0,0,"Kein Feiertag",1,"Samstag","1",0,"Sommer","hoch",1
2014-07-27,3,25.55,12,21,1,90.1816334935297,NA,0,0,"Kein Feiertag",1,"Sonntag","0",0,"Sommer","hoch",0
2014-07-27,3,25.55,12,21,2,782.178370436687,NA,0,0,"Kein Feiertag",1,"Sonntag","0",0,"Sommer","hoch",0
2014-07-27,3,25.55,12,21,3,336.702952875535,NA,0,0,"Kein Feiertag",1,"Sonntag","0",0,"Sommer","hoch",0
2014-07-27,3,25.55,12,21,4,130.342134846199,NA,0,0,"Kein Feiertag",1,"Sonntag","0",0,"Sommer","hoch",0
2014-07-27,3,25.55,12,21,5,360.072361763218,NA,0,0,"Kein Feiertag",1,"Sonntag","0",0,"Sommer","hoch",0
2014-07-28,0,24.7625,7,21,1,157.813837411395,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","hoch",0
2014-07-28,0,24.7625,7,21,2,630.170881828104,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","hoch",0
2014-07-28,0,24.7625,7,21,3,288.502420604966,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","hoch",0
2014-07-28,0,24.7625,7,21,4,68.3374949476673,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","hoch",0
2014-07-28,0,24.7625,7,21,5,309.221736704548,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","hoch",0
2014-07-29,0,25.35,10,21,1,144.455051194281,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Sommer","hoch",1
2014-07-29,0,25.35,10,21,2,613.206800202833,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Sommer","hoch",1
2014-07-29,0,25.35,10,21,3,287.894788588307,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Sommer","hoch",1
2014-07-29,0,25.35,10,21,4,89.7377834900339,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Sommer","hoch",1
2014-07-29,0,25.35,10,21,5,324.42755442785,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Sommer","hoch",1
2014-07-30,6,22.925,12,21,1,137.868369774792,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Sommer","hoch",0
2014-07-30,6,22.925,12,21,2,621.013463682731,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Sommer","hoch",0
2014-07-30,6,22.925,12,21,3,322.875881063173,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Sommer","hoch",0
2014-07-30,6,22.925,12,21,5,315.984826379323,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Sommer","hoch",0
2014-07-31,3,22.4375,12,21,1,174.333709830106,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Sommer","hoch",1
2014-07-31,3,22.4375,12,21,2,600.50135887024,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Sommer","hoch",1
2014-07-31,3,22.4375,12,21,3,309.079343268278,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Sommer","hoch",1
2014-07-31,3,22.4375,12,21,5,342.682103904377,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Sommer","hoch",1
2014-08-01,1,26.725,8,35,1,153.966193788182,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Sommer","hoch",1
2014-08-01,1,26.725,8,35,2,607.946169858661,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Sommer","hoch",1
2014-08-01,1,26.725,8,35,3,319.500774930285,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Sommer","hoch",1
2014-08-01,1,26.725,8,35,4,55.4922004171488,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Sommer","hoch",1
2014-08-01,1,26.725,8,35,5,338.081748886164,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Sommer","hoch",1
2014-08-02,2,26.0875,12,49,1,189.444073316264,NA,0,0,"Kein Feiertag",1,"Samstag","0",0,"Sommer","hoch",2
2014-08-02,2,26.0875,12,49,2,792.653007246797,NA,0,0,"Kein Feiertag",1,"Samstag","0",0,"Sommer","hoch",2
2014-08-02,2,26.0875,12,49,3,371.317889627818,NA,0,0,"Kein Feiertag",1,"Samstag","0",0,"Sommer","hoch",2
2014-08-02,2,26.0875,12,49,4,71.2444851718065,NA,0,0,"Kein Feiertag",1,"Samstag","0",0,"Sommer","hoch",2
2014-08-02,2,26.0875,12,49,5,366.861495444026,NA,0,0,"Kein Feiertag",1,"Samstag","0",0,"Sommer","hoch",2
2014-08-03,5,23.0875,9,63,1,75.380692980006,NA,0,0,"Kein Feiertag",1,"Sonntag","0",1,"Sommer","hoch",2
2014-08-03,5,23.0875,9,63,2,771.25128183175,NA,0,0,"Kein Feiertag",1,"Sonntag","0",1,"Sommer","hoch",2
2014-08-03,5,23.0875,9,63,3,343.43792282254,NA,0,0,"Kein Feiertag",1,"Sonntag","0",1,"Sommer","hoch",2
2014-08-03,5,23.0875,9,63,4,100.964636640682,NA,0,0,"Kein Feiertag",1,"Sonntag","0",1,"Sommer","hoch",2
2014-08-03,5,23.0875,9,63,5,290.009691273793,NA,0,0,"Kein Feiertag",1,"Sonntag","0",1,"Sommer","hoch",2
2014-08-04,6,22.5125,8,62,1,190.631341627449,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","hoch",0
2014-08-04,6,22.5125,8,62,2,698.072698306791,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","hoch",0
2014-08-04,6,22.5125,8,62,3,297.367760654552,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","hoch",0
2014-08-04,6,22.5125,8,62,4,79.889568584304,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","hoch",0
2014-08-04,6,22.5125,8,62,5,316.777899859372,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","hoch",0
2014-08-05,5,23.0875,10,62,1,158.481203915988,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Sommer","hoch",1
2014-08-05,5,23.0875,10,62,2,686.651118672334,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Sommer","hoch",1
2014-08-05,5,23.0875,10,62,3,368.177763746686,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Sommer","hoch",1
2014-08-05,5,23.0875,10,62,5,309.373113154504,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Sommer","hoch",1
2014-08-06,0,22.825,10,61,1,140.003286627353,NA,0,0,"Kein Feiertag",1,"Mittwoch","1",0,"Sommer","hoch",0
2014-08-06,0,22.825,10,61,2,716.477063899978,NA,0,0,"Kein Feiertag",1,"Mittwoch","1",0,"Sommer","hoch",0
2014-08-06,0,22.825,10,61,3,445.601241556296,NA,0,0,"Kein Feiertag",1,"Mittwoch","1",0,"Sommer","hoch",0
2014-08-06,0,22.825,10,61,4,97.1130711484701,NA,0,0,"Kein Feiertag",1,"Mittwoch","1",0,"Sommer","hoch",0
2014-08-06,0,22.825,10,61,5,319.569141755667,NA,0,0,"Kein Feiertag",1,"Mittwoch","1",0,"Sommer","hoch",0
2014-08-07,7,20.3125,6,61,1,172.493580385229,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Sommer","mittel",0
2014-08-07,7,20.3125,6,61,2,716.105540961349,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Sommer","mittel",0
2014-08-07,7,20.3125,6,61,3,369.463319760391,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Sommer","mittel",0
2014-08-07,7,20.3125,6,61,4,47.3199692188423,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Sommer","mittel",0
2014-08-07,7,20.3125,6,61,5,368.694685994019,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Sommer","mittel",0
2014-08-08,3,22.725,8,61,1,194.226703064487,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Sommer","hoch",0
2014-08-08,3,22.725,8,61,2,758.990490310671,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Sommer","hoch",0
2014-08-08,3,22.725,8,61,3,403.367070559787,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Sommer","hoch",0
2014-08-08,3,22.725,8,61,5,381.207188610429,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Sommer","hoch",0
2014-08-09,6,20.1,17,61,1,216.790146013299,NA,0,0,"Kein Feiertag",1,"Samstag","0",0,"Sommer","mittel",2
2014-08-09,6,20.1,17,61,2,874.906746085002,NA,0,0,"Kein Feiertag",1,"Samstag","0",0,"Sommer","mittel",2
2014-08-09,6,20.1,17,61,3,421.552973897958,NA,0,0,"Kein Feiertag",1,"Samstag","0",0,"Sommer","mittel",2
2014-08-09,6,20.1,17,61,5,445.026634851619,NA,0,0,"Kein Feiertag",1,"Samstag","0",0,"Sommer","mittel",2
2014-08-10,6,23.1,12,41,1,98.5919510239083,NA,0,0,"Kein Feiertag",1,"Sonntag","0",0,"Sommer","hoch",0
2014-08-10,6,23.1,12,41,2,745.259273774263,NA,0,0,"Kein Feiertag",1,"Sonntag","0",0,"Sommer","hoch",0
2014-08-10,6,23.1,12,41,3,361.157964082022,NA,0,0,"Kein Feiertag",1,"Sonntag","0",0,"Sommer","hoch",0
2014-08-10,6,23.1,12,41,4,151.093936302627,NA,0,0,"Kein Feiertag",1,"Sonntag","0",0,"Sommer","hoch",0
2014-08-10,6,23.1,12,41,5,381.081855640357,NA,0,0,"Kein Feiertag",1,"Sonntag","0",0,"Sommer","hoch",0
2014-08-11,4,20.075,13,21,1,186.843287518034,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","mittel",0
2014-08-11,4,20.075,13,21,2,653.868277321944,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","mittel",0
2014-08-11,4,20.075,13,21,3,333.672393288692,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","mittel",0
2014-08-11,4,20.075,13,21,4,91.1963472550968,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","mittel",0
2014-08-11,4,20.075,13,21,5,330.315799401244,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","mittel",0
2014-08-12,5,16.9125,12,95,1,155.633056469153,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Sommer","niedrig",0
2014-08-12,5,16.9125,12,95,2,664.240810149929,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Sommer","niedrig",0
2014-08-12,5,16.9125,12,95,3,358.729401264242,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Sommer","niedrig",0
2014-08-12,5,16.9125,12,95,4,63.2167591821066,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Sommer","niedrig",0
2014-08-12,5,16.9125,12,95,5,334.42905626527,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Sommer","niedrig",0
2014-08-13,2,20.9375,10,80,1,129.960879412869,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Sommer","mittel",0
2014-08-13,2,20.9375,10,80,2,677.282564266312,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Sommer","mittel",0
2014-08-13,2,20.9375,10,80,3,333.616342702918,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Sommer","mittel",0
2014-08-13,2,20.9375,10,80,4,76.235138727592,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Sommer","mittel",0
2014-08-13,2,20.9375,10,80,5,410.801127074541,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Sommer","mittel",0
2014-08-14,7,18.05,10,65,1,162.312059256018,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Sommer","niedrig",1
2014-08-14,7,18.05,10,65,2,678.815717852276,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Sommer","niedrig",1
2014-08-14,7,18.05,10,65,3,339.910400493007,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Sommer","niedrig",1
2014-08-14,7,18.05,10,65,4,57.2280256624507,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Sommer","niedrig",1
2014-08-14,7,18.05,10,65,5,355.666119942456,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Sommer","niedrig",1
2014-08-15,6,18.3625,8,61,1,232.668688554884,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Sommer","mittel",0
2014-08-15,6,18.3625,8,61,2,693.284904927365,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Sommer","mittel",0
2014-08-15,6,18.3625,8,61,3,335.82007347829,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Sommer","mittel",0
2014-08-15,6,18.3625,8,61,4,87.458687582647,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Sommer","mittel",0
2014-08-15,6,18.3625,8,61,5,387.526085659007,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Sommer","mittel",0
2014-08-16,6,17.2,15,61,1,229.321098599377,NA,0,0,"Kein Feiertag",1,"Samstag","0",0,"Sommer","niedrig",2
2014-08-16,6,17.2,15,61,2,799.707903247338,NA,0,0,"Kein Feiertag",1,"Samstag","0",0,"Sommer","niedrig",2
2014-08-16,6,17.2,15,61,3,398.439701504847,NA,0,0,"Kein Feiertag",1,"Samstag","0",0,"Sommer","niedrig",2
2014-08-16,6,17.2,15,61,4,72.4171950384352,NA,0,0,"Kein Feiertag",1,"Samstag","0",0,"Sommer","niedrig",2
2014-08-16,6,17.2,15,61,5,434.075054526158,NA,0,0,"Kein Feiertag",1,"Samstag","0",0,"Sommer","niedrig",2
2014-08-17,7,15.65,13,61,NA,NA,NA,0,0,"Kein Feiertag",1,"Sonntag","1",0,"Sommer","niedrig",1
2014-08-18,6,15.2,15,61,1,204.943578961263,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","niedrig",1
2014-08-18,6,15.2,15,61,2,764.810921387808,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","niedrig",1
2014-08-18,6,15.2,15,61,3,452.006265844125,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","niedrig",1
2014-08-18,6,15.2,15,61,4,142.146441343042,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","niedrig",1
2014-08-18,6,15.2,15,61,5,556.679926797148,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Sommer","niedrig",1
2014-08-19,6,14.0875,12,61,1,157.516513226105,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Sommer","niedrig",1
2014-08-19,6,14.0875,12,61,2,628.966445772187,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Sommer","niedrig",1
2014-08-19,6,14.0875,12,61,3,292.31803993042,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Sommer","niedrig",1
2014-08-19,6,14.0875,12,61,4,57.8173464999656,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Sommer","niedrig",1
2014-08-19,6,14.0875,12,61,5,346.554678770709,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Sommer","niedrig",1
2014-08-20,5,15.675,17,21,1,175.194857952978,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Sommer","niedrig",0
2014-08-20,5,15.675,17,21,2,643.938175647555,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Sommer","niedrig",0
2014-08-20,5,15.675,17,21,3,266.702414649788,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Sommer","niedrig",0
2014-08-20,5,15.675,17,21,4,79.2795151180945,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Sommer","niedrig",0
2014-08-20,5,15.675,17,21,5,357.682821176506,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Sommer","niedrig",0
2014-08-21,5,16.2625,11,21,1,177.59614021373,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Sommer","niedrig",0
2014-08-21,5,16.2625,11,21,2,619.405496973352,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Sommer","niedrig",0
2014-08-21,5,16.2625,11,21,3,328.98244802647,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Sommer","niedrig",0
2014-08-21,5,16.2625,11,21,4,129.380176748505,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Sommer","niedrig",0
2014-08-21,5,16.2625,11,21,5,344.591031316145,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Sommer","niedrig",0
2014-08-22,7,16.325,12,61,1,196.422158119718,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Sommer","niedrig",0
2014-08-22,7,16.325,12,61,2,648.097075152002,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Sommer","niedrig",0
2014-08-22,7,16.325,12,61,3,327.903442796523,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Sommer","niedrig",0
2014-08-22,7,16.325,12,61,4,141.593761741229,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Sommer","niedrig",0
2014-08-22,7,16.325,12,61,5,379.972535118436,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Sommer","niedrig",0
2014-08-23,4,15.9875,11,21,1,226.633053661476,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Sommer","niedrig",1
2014-08-23,4,15.9875,11,21,2,811.164148879375,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Sommer","niedrig",1
2014-08-23,4,15.9875,11,21,3,436.061018707048,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Sommer","niedrig",1
2014-08-23,4,15.9875,11,21,4,83.6088309577645,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Sommer","niedrig",1
2014-08-23,4,15.9875,11,21,5,417.463006841929,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Sommer","niedrig",1
